0.1,-0.5,0.13556170463562012
0.1,-0.5,1.1368391513824463
0.1,-0.5,2.136777639389038
0.1,-0.5,3.1367721557617188
0.1,-0.5,4.136774301528931
0.1,-0.5,5.136788606643677
0.1,-0.5,6.136781692504883
0.1,-0.5,7.136772871017456
0.1,-0.5,8.136773824691772
0.1,-0.5,9.1363685131073
0.1,-0.5,10.13680100440979
0.1,-0.5,11.13678765296936
0.1,-0.5,12.13677978515625
0.1,-0.5,13.136778116226196
0.1,-0.5,14.13676929473877
0.1,-0.5,15.136779308319092
0.1,-0.5,16.13678741455078
0.1,-0.5,17.13677167892456
0.1,-0.5,18.136781930923462
0.1,-0.5,19.136791944503784
0.1,-0.5,20.136788845062256
0.1,-0.5,21.136734008789062
0.1,-0.5,22.13681149482727
0.1,-0.5,23.136882781982422
0.1,-0.5,24.13677430152893
0.1,-0.5,25.136810541152954
0.1,-0.5,26.13678741455078
0.1,-0.5,27.13677406311035
0.1,-0.5,28.136777639389038
0.1,-0.5,29.136277675628662
0.1,-0.5,30.136793851852417
0.1,-0.5,31.136786222457886
0.1,-0.5,32.13678169250488
0.1,-0.5,33.13678812980652
0.1,-0.5,34.13678169250488
0.1,-0.5,35.136773347854614
0.1,-0.5,36.13677740097046
0.1,-0.5,37.1367826461792
0.1,-0.5,38.13677167892456
0.1,-0.5,39.136772871017456
0.1,-0.5,40.13679623603821
0.1,-0.5,41.13678336143494
0.1,-0.5,42.13677263259888
0.1,-0.5,43.13677382469177
0.1,-0.5,44.1367769241333
0.1,-0.5,45.13672757148743
0.1,-0.5,46.13680958747864
0.1,-0.5,47.13676404953003
0.1,-0.5,48.1368088722229
0.1,-0.5,49.136778593063354
0.1,-0.5,50.13676714897156
0.1,-0.5,51.13667559623718
0.1,-0.5,52.13677668571472
0.1,-0.5,53.13694882392883
0.1,-0.5,54.1367826461792
0.1,-0.5,55.136799812316895
0.1,-0.5,56.136778593063354
0.1,-0.5,57.136778831481934
0.1,-0.5,58.13678216934204
0.1,-0.5,59.136778354644775
0.1,-0.5,60.13677382469177
0.1,-0.5,61.13677191734314
0.1,-0.5,62.13677787780762
0.1,-0.5,63.136778354644775
0.1,-0.5,64.13677644729614
0.1,-0.5,65.13678407669067
0.1,-0.5,66.13678002357483
0.1,-0.5,67.13677859306335
0.1,-0.5,68.13678455352783
0.1,-0.5,69.13678169250488
0.1,-0.5,70.13678693771362
0.1,-0.5,71.13678216934204
0.1,-0.5,72.13679122924805
0.1,-0.5,73.1367917060852
0.1,-0.5,74.13678884506226
0.1,-0.5,75.13679432868958
0.1,-0.5,76.13679623603821
0.1,-0.5,77.13678932189941
0.1,-0.5,78.13678336143494
0.1,-0.5,79.13679718971252
0.1,-0.5,80.1367757320404
0.1,-0.5,81.13669490814209
0.1,-0.5,82.1367917060852
0.1,-0.5,83.13669013977051
0.1,-0.5,84.13676738739014
0.1,-0.5,85.13678503036499
0.1,-0.5,86.13679361343384
0.1,-0.5,87.1367928981781
0.1,-0.5,88.13677477836609
0.1,-0.5,89.13671970367432
0.1,-0.5,90.13678884506226
0.1,-0.5,91.13679075241089
0.1,-0.5,92.13679075241089
0.1,-0.5,93.1367917060852
0.1,-0.5,94.13677072525024
