0,0.3211941719055176
0,0.34259653091430664
0,0.3626985549926758
0,0.3816518783569336
0,0.40178632736206055
0,0.4216337203979492
0,0.44376683235168457
0,0.4695451259613037
0,0.481370210647583
0,0.5015316009521484
0,0.5215716361999512
0,0.5443470478057861
0,0.5615756511688232
0,0.5814986228942871
0,0.6014876365661621
0,0.6216368675231934
0,0.6414873600006104
0,0.6614871025085449
0,0.681635856628418
0,0.7015221118927002
0,0.7215182781219482
0,0.74149489402771
0,0.763662576675415
0,0.7827842235565186
0,0.8018312454223633
0,0.8220455646514893
0,0.841865062713623
0,0.8617978096008301
0,0.8845961093902588
0,0.9019641876220703
0,0.9217250347137451
0,0.9419126510620117
0,0.9616641998291016
0,0.9819254875183105
0,1.0018868446350098
0,1.0509984493255615
0,1.0522263050079346
0,1.061898946762085
0,1.0818138122558594
0,1.101938247680664
0,1.122192621231079
0,1.1418042182922363
0,1.161956548690796
0,1.1821553707122803
0,1.2029085159301758
1,1.2224383354187012
1,1.242492914199829
1,1.2652103900909424
1,1.2823023796081543
1,1.3023865222930908
1,1.3223671913146973
2,1.3423538208007812
2,1.3634142875671387
3,1.3824365139007568
4,1.4026269912719727
5,1.4228479862213135
5,1.4429044723510742
5,1.4657204151153564
6,1.4825644493103027
8,1.5026071071624756
7,1.5226149559020996
8,1.5425934791564941
9,1.56252121925354
10,1.5826208591461182
9,1.60257887840271
10,1.622610092163086
10,1.6427156925201416
10,1.662682056427002
11,1.6829171180725098
9,1.7037937641143799
10,1.722778558731079
10,1.7427082061767578
9,1.7627944946289062
8,1.7838895320892334
8,1.8062756061553955
8,1.8227148056030273
7,1.8427467346191406
8,1.8629822731018066
6,1.8829734325408936
7,1.9029912948608398
6,1.9228041172027588
6,1.9428951740264893
6,1.9628996849060059
6,1.9837703704833984
6,2.0029447078704834
6,2.0228471755981445
6,2.0429375171661377
6,2.0628299713134766
7,2.084047317504883
6,2.1029655933380127
6,2.1231942176818848
7,2.14406156539917
7,2.1632118225097656
7,2.1853208541870117
7,2.203233003616333
8,2.223175287246704
7,2.243191957473755
7,2.263049602508545
7,2.285388946533203
7,2.3033814430236816
8,2.323594570159912
8,2.3433890342712402
7,2.3633956909179688
8,2.3833441734313965
7,2.4033379554748535
7,2.423419952392578
7,2.4433836936950684
7,2.4631645679473877
8,2.4831807613372803
7,2.505039691925049
